EVBDD
L 25
T 2
N 32630
R 1
S 1
; level 1
15075 0 0	19309 0 0	; 24608
19310 0 0	19311 0 0	; 24609
19285 0 0	19312 0 1	; 24610
19301 0 1	19313 0 0	; 24611
19301 0 1	19314 0 0	; 24612
19278 0 1	19315 0 0	; 24613
19301 0 1	19316 0 0	; 24614
19301 0 1	19317 0 0	; 24615
19278 0 1	19318 0 0	; 24616
19296 0 1	19319 0 0	; 24617
19320 0 0	19321 0 0	; 24618
19322 0 0	19323 0 0	; 24619
19267 0 0	19296 0 1	; 24620
19269 0 0	19324 0 1	; 24621
19267 0 0	19325 0 0	; 24622
19269 0 0	19326 0 1	; 24623
19269 0 0	19327 0 1	; 24624
19301 0 1	19328 0 0	; 24625
19279 0 0	19329 0 1	; 24626
19269 0 0	19330 0 1	; 24627
19269 0 0	19331 0 1	; 24628
19269 0 0	19332 0 1	; 24629
19288 0 0	19301 0 1	; 24630
19318 0 0	19333 0 1	; 24631
19315 0 0	19334 0 1	; 24632
19310 0 0	19335 0 0	; 24633
19336 0 1	19337 0 0	; 24634
19269 0 0	19338 0 1	; 24635
15075 0 0	19339 0 0	; 24636
19308 0 0	19340 0 0	; 24637
19281 0 0	19301 0 1	; 24638
19279 0 0	19341 0 1	; 24639
15075 0 0	19342 0 0	; 24640
19308 0 0	19343 0 0	; 24641
19269 0 0	19344 0 1	; 24642
19278 0 1	19345 0 0	; 24643
19268 0 1	19346 0 0	; 24644
19298 0 0	19347 0 0	; 24645
19284 0 1	19348 0 0	; 24646
19268 0 1	19349 0 0	; 24647
19278 0 1	19350 0 0	; 24648
19268 0 1	19351 0 0	; 24649
19278 0 1	19352 0 0	; 24650
19268 0 1	19353 0 0	; 24651
19278 0 1	19354 0 0	; 24652
19278 0 1	19355 0 0	; 24653
19278 0 1	19356 0 0	; 24654
19278 0 1	19357 0 0	; 24655
19278 0 1	19358 0 0	; 24656
19277 0 0	19301 0 1	; 24657
19278 0 1	19359 0 0	; 24658
19278 0 1	19360 0 0	; 24659
19361 0 1	19362 0 0	; 24660
19361 0 1	19363 0 0	; 24661
19364 0 1	19365 0 0	; 24662
19366 0 1	19367 0 0	; 24663
19365 0 0	19368 0 1	; 24664
19365 0 0	19369 0 1	; 24665
19365 0 0	19370 0 1	; 24666
19365 0 0	19371 0 1	; 24667
19365 0 0	19372 0 1	; 24668
19365 0 0	19373 0 1	; 24669
19374 0 0	19375 0 0	; 24670
19376 0 1	19377 0 0	; 24671
19378 0 0	19379 0 0	; 24672
19375 0 0	19380 0 0	; 24673
19381 0 0	19382 0 0	; 24674
19383 0 1	19384 0 0	; 24675
19375 0 0	19385 0 0	; 24676
19386 0 0	19387 0 0	; 24677
19375 0 0	19388 0 0	; 24678
19387 0 0	19389 0 0	; 24679
19390 0 0	19391 0 0	; 24680
19392 0 0	19393 0 0	; 24681
19390 0 0	19394 0 0	; 24682
19395 0 0	19396 0 0	; 24683
19367 0 0	19383 0 1	; 24684
19390 0 0	19397 0 0	; 24685
19392 0 0	19398 0 0	; 24686
19392 0 0	19399 0 0	; 24687
19392 0 0	19400 0 0	; 24688
19390 0 0	19401 0 0	; 24689
15693 0 0	19402 0 0	; 24690
18234 0 1	19403 0 0	; 24691
19390 0 0	19404 0 0	; 24692
15688 0 0	19405 0 0	; 24693
19406 0 1	19407 0 0	; 24694
19390 0 0	19408 0 0	; 24695
19390 0 0	19409 0 0	; 24696
19376 0 1	19410 0 0	; 24697
19390 0 0	19411 0 0	; 24698
19376 0 1	19412 0 0	; 24699
19392 0 0	19413 0 0	; 24700
19366 0 1	19414 0 0	; 24701
13555 0 0	19415 0 0	; 24702
13557 0 1	19416 0 0	; 24703
19365 0 0	19392 0 0	; 24704
19367 0 0	19417 0 1	; 24705
19367 0 0	19418 0 1	; 24706
19365 0 0	19395 0 0	; 24707
19367 0 0	19419 0 1	; 24708
19375 0 0	19390 0 0	; 24709
19377 0 0	19420 0 1	; 24710
19367 0 0	19421 0 1	; 24711
19367 0 0	19422 0 1	; 24712
19367 0 0	19423 0 1	; 24713
19377 0 0	19424 0 1	; 24714
19390 0 0	19425 0 0	; 24715
19412 0 0	19426 0 1	; 24716
19377 0 0	19427 0 1	; 24717
16477 0 0	19428 0 0	; 24718
19429 0 1	19430 0 0	; 24719
19377 0 0	19431 0 1	; 24720
15693 0 0	19432 0 0	; 24721
19403 0 0	19433 0 0	; 24722
19379 0 0	19390 0 0	; 24723
19377 0 0	19434 0 1	; 24724
16473 0 0	19435 0 0	; 24725
19436 0 0	19437 0 0	; 24726
19376 0 1	19438 0 0	; 24727
19366 0 1	19439 0 0	; 24728
19376 0 1	19440 0 0	; 24729
19395 0 0	19441 0 0	; 24730
19383 0 1	19442 0 0	; 24731
19376 0 1	19443 0 0	; 24732
19366 0 1	19444 0 0	; 24733
19376 0 1	19445 0 0	; 24734
19366 0 1	19446 0 0	; 24735
19376 0 1	19447 0 0	; 24736
19376 0 1	19448 0 0	; 24737
19376 0 1	19449 0 0	; 24738
19376 0 1	19450 0 0	; 24739
19390 0 0	19451 0 0	; 24740
19376 0 1	19452 0 0	; 24741
19376 0 1	19453 0 0	; 24742
19376 0 1	19454 0 0	; 24743
19455 0 1	19456 0 0	; 24744
19455 0 1	19457 0 0	; 24745
19458 0 1	19459 0 0	; 24746
19460 0 0	19461 0 0	; 24747
19459 0 0	19462 0 1	; 24748
19459 0 0	19463 0 1	; 24749
19459 0 0	19464 0 0	; 24750
19459 0 0	19465 0 1	; 24751
19459 0 0	19466 0 1	; 24752
19459 0 0	19467 0 1	; 24753
19468 0 0	19469 0 0	; 24754
19470 0 1	19471 0 0	; 24755
19472 0 0	19473 0 0	; 24756
19469 0 0	19474 0 0	; 24757
19459 0 0	19475 0 0	; 24758
19476 0 0	19477 0 0	; 24759
19478 0 0	19479 0 0	; 24760
19459 0 0	19480 0 0	; 24761
19481 0 0	19482 0 0	; 24762
19459 0 0	19483 0 0	; 24763
19484 0 0	19485 0 1	; 24764
19486 0 0	19487 0 0	; 24765
19484 0 0	19488 0 0	; 24766
19486 0 0	19489 0 0	; 24767
19490 0 0	19491 0 1	; 24768
19471 0 0	19478 0 0	; 24769
19486 0 0	19492 0 0	; 24770
19486 0 0	19493 0 0	; 24771
19486 0 0	19494 0 0	; 24772
19484 0 0	19495 0 0	; 24773
19470 0 1	19496 0 0	; 24774
19484 0 0	19497 0 0	; 24775
19484 0 0	19498 0 0	; 24776
19470 0 1	19499 0 0	; 24777
19484 0 0	19500 0 0	; 24778
15688 0 0	19501 0 0	; 24779
19406 0 1	19479 0 0	; 24780
19484 0 0	19502 0 0	; 24781
15693 0 0	19503 0 0	; 24782
18234 0 1	19504 0 0	; 24783
19486 0 0	19505 0 0	; 24784
15232 0 0	19506 0 0	; 24785
15246 0 0	19507 0 0	; 24786
19459 0 0	19486 0 0	; 24787
19461 0 0	19508 0 1	; 24788
19461 0 0	19509 0 1	; 24789
19461 0 0	19510 0 1	; 24790
19473 0 0	19490 0 0	; 24791
18740 0 1	19471 0 0	; 24792
19461 0 0	19511 0 1	; 24793
19461 0 0	19512 0 1	; 24794
19461 0 0	19513 0 1	; 24795
15693 0 0	19514 0 0	; 24796
19504 0 0	19515 0 0	; 24797
19482 0 0	19484 0 0	; 24798
19471 0 0	19516 0 1	; 24799
15693 0 0	19517 0 0	; 24800
19504 0 0	19518 0 0	; 24801
19461 0 0	19519 0 0	; 24802
15688 0 0	19520 0 0	; 24803
19521 0 0	19522 0 0	; 24804
19473 0 0	19484 0 0	; 24805
19471 0 0	19523 0 1	; 24806
19469 0 0	19484 0 0	; 24807
19496 0 0	19524 0 0	; 24808
19461 0 0	19525 0 0	; 24809
19470 0 1	19526 0 0	; 24810
19460 0 0	19527 0 1	; 24811
19470 0 1	19528 0 0	; 24812
19460 0 0	19529 0 1	; 24813
19490 0 0	19530 0 0	; 24814
19478 0 0	19531 0 0	; 24815
19460 0 0	19532 0 1	; 24816
19470 0 1	19533 0 0	; 24817
19460 0 0	19534 0 1	; 24818
19470 0 1	19535 0 0	; 24819
19470 0 1	19536 0 0	; 24820
19484 0 0	19537 0 0	; 24821
19470 0 1	19538 0 0	; 24822
19470 0 1	19539 0 0	; 24823
19470 0 1	19540 0 0	; 24824
19470 0 1	19541 0 0	; 24825
19470 0 1	19542 0 0	; 24826
19543 0 1	19544 0 0	; 24827
19545 0 1	19546 0 0	; 24828
19547 0 1	19548 0 0	; 24829
19549 0 1	19550 0 0	; 24830
19548 0 0	19551 0 1	; 24831
19548 0 0	19552 0 1	; 24832
19548 0 0	19553 0 1	; 24833
19548 0 0	19554 0 1	; 24834
19548 0 0	19555 0 1	; 24835
19548 0 0	19556 0 1	; 24836
19557 0 0	19558 0 0	; 24837
19559 0 1	19560 0 0	; 24838
19561 0 0	19562 0 0	; 24839
19558 0 0	19563 0 0	; 24840
19564 0 0	19565 0 0	; 24841
19558 0 0	19566 0 0	; 24842
19567 0 0	19568 0 0	; 24843
19569 0 1	19570 0 0	; 24844
19571 0 0	19572 0 0	; 24845
19573 0 0	19574 0 0	; 24846
19575 0 1	19576 0 0	; 24847
19577 0 1	19578 0 0	; 24848
19579 0 0	19580 0 1	; 24849
19581 0 0	19582 0 0	; 24850
19579 0 0	19583 0 1	; 24851
19581 0 0	19584 0 0	; 24852
19585 0 0	19586 0 0	; 24853
19550 0 0	19569 0 1	; 24854
19579 0 0	19587 0 0	; 24855
19579 0 0	19588 0 0	; 24856
19581 0 0	19589 0 0	; 24857
19581 0 0	19590 0 0	; 24858
19559 0 1	19591 0 0	; 24859
19581 0 0	19592 0 0	; 24860
19559 0 1	19593 0 0	; 24861
19581 0 0	19594 0 0	; 24862
19581 0 0	19595 0 0	; 24863
19310 0 0	19596 0 0	; 24864
19312 0 1	19597 0 0	; 24865
15075 0 0	19598 0 0	; 24866
19307 0 1	19599 0 0	; 24867
15590 0 0	19600 0 0	; 24868
19601 0 1	19602 0 0	; 24869
19603 0 1	19604 0 0	; 24870
19605 0 1	19606 0 0	; 24871
19548 0 0	19579 0 0	; 24872
19550 0 0	19607 0 1	; 24873
19550 0 0	19608 0 1	; 24874
19550 0 0	19609 0 1	; 24875
19558 0 0	19581 0 0	; 24876
19560 0 0	19610 0 1	; 24877
19548 0 0	19585 0 0	; 24878
19550 0 0	19611 0 1	; 24879
19550 0 0	19612 0 1	; 24880
19550 0 0	19613 0 1	; 24881
19560 0 0	19614 0 1	; 24882
15075 0 0	19615 0 0	; 24883
19599 0 0	19616 0 0	; 24884
19572 0 0	19581 0 0	; 24885
19560 0 0	19617 0 1	; 24886
15590 0 0	19618 0 0	; 24887
19602 0 0	19619 0 0	; 24888
19560 0 0	19620 0 1	; 24889
19310 0 0	19621 0 0	; 24890
19622 0 1	19623 0 0	; 24891
19562 0 0	19581 0 0	; 24892
19593 0 0	19624 0 1	; 24893
19565 0 0	19579 0 0	; 24894
19625 0 1	19626 0 0	; 24895
19559 0 1	19627 0 0	; 24896
19549 0 1	19628 0 0	; 24897
19559 0 1	19629 0 0	; 24898
19549 0 1	19630 0 0	; 24899
19559 0 1	19631 0 0	; 24900
19585 0 0	19632 0 0	; 24901
19569 0 1	19633 0 0	; 24902
19559 0 1	19634 0 0	; 24903
19549 0 1	19635 0 0	; 24904
19559 0 1	19636 0 0	; 24905
19581 0 0	19637 0 0	; 24906
19559 0 1	19638 0 0	; 24907
19559 0 1	19639 0 0	; 24908
19559 0 1	19640 0 0	; 24909
19559 0 1	19641 0 0	; 24910
19559 0 1	19642 0 0	; 24911
19559 0 1	19643 0 0	; 24912
19644 0 1	19645 0 0	; 24913
19646 0 1	19647 0 0	; 24914
19648 0 1	19649 0 0	; 24915
19650 0 1	19651 0 0	; 24916
19649 0 0	19652 0 1	; 24917
19649 0 0	19653 0 1	; 24918
19649 0 0	19654 0 1	; 24919
19649 0 0	19655 0 1	; 24920
19649 0 0	19656 0 1	; 24921
19649 0 0	19657 0 1	; 24922
19658 0 0	19659 0 0	; 24923
19660 0 1	19661 0 0	; 24924
19662 0 0	19663 0 0	; 24925
19663 0 0	19664 0 0	; 24926
19649 0 0	19665 0 0	; 24927
19666 0 0	19667 0 0	; 24928
19668 0 0	19669 0 0	; 24929
19670 0 0	19671 0 0	; 24930
19672 0 1	19673 0 0	; 24931
19649 0 0	19674 0 0	; 24932
19675 0 1	19676 0 0	; 24933
19677 0 1	19678 0 0	; 24934
19679 0 0	19680 0 1	; 24935
19681 0 0	19682 0 1	; 24936
19679 0 0	19683 0 0	; 24937
19681 0 0	19684 0 0	; 24938
19679 0 0	19685 0 0	; 24939
19686 0 0	19687 0 0	; 24940
19651 0 0	19688 0 1	; 24941
19679 0 0	19689 0 0	; 24942
19681 0 0	19690 0 0	; 24943
19660 0 1	19691 0 0	; 24944
19681 0 0	19692 0 0	; 24945
19681 0 0	19693 0 0	; 24946
19660 0 1	19694 0 0	; 24947
19681 0 0	19695 0 0	; 24948
19207 0 0	19696 0 0	; 24949
19209 0 1	19697 0 0	; 24950
19207 0 0	19698 0 0	; 24951
19204 0 0	19699 0 0	; 24952
19206 0 1	19673 0 0	; 24953
19679 0 0	19700 0 0	; 24954
19701 0 1	19702 0 0	; 24955
19703 0 1	19704 0 0	; 24956
19649 0 0	19679 0 0	; 24957
19651 0 0	19705 0 1	; 24958
19651 0 0	19706 0 1	; 24959
19651 0 0	19707 0 1	; 24960
19659 0 0	19681 0 0	; 24961
19661 0 0	19708 0 1	; 24962
19651 0 0	19709 0 1	; 24963
19649 0 0	19686 0 0	; 24964
19651 0 0	19710 0 1	; 24965
19651 0 0	19711 0 1	; 24966
19667 0 0	19681 0 0	; 24967
19661 0 0	19712 0 1	; 24968
19697 0 0	19713 0 0	; 24969
19207 0 0	19714 0 0	; 24970
19697 0 0	19715 0 0	; 24971
19669 0 0	19679 0 0	; 24972
19651 0 0	19716 0 1	; 24973
19663 0 0	19681 0 0	; 24974
19691 0 0	19717 0 1	; 24975
19694 0 0	19718 0 1	; 24976
19204 0 0	19719 0 0	; 24977
19720 0 1	19721 0 0	; 24978
19651 0 0	19722 0 1	; 24979
19723 0 1	19724 0 0	; 24980
19725 0 1	19726 0 0	; 24981
19650 0 1	19727 0 0	; 24982
19660 0 1	19728 0 0	; 24983
19650 0 1	19729 0 0	; 24984
19660 0 1	19730 0 0	; 24985
19650 0 1	19731 0 0	; 24986
19732 0 0	19733 0 0	; 24987
19672 0 1	19734 0 0	; 24988
19650 0 1	19735 0 0	; 24989
19660 0 1	19736 0 0	; 24990
19660 0 1	19737 0 0	; 24991
19681 0 0	19738 0 0	; 24992
19660 0 1	19739 0 0	; 24993
19660 0 1	19740 0 0	; 24994
19660 0 1	19741 0 0	; 24995
19660 0 1	19742 0 0	; 24996
19660 0 1	19743 0 0	; 24997
13793 0 1	16457 0 0	; 24998
13795 0 0	13796 0 0	; 24999
13792 0 1	19744 0 0	; 25000
13791 0 0	13795 0 0	; 25001
13795 0 0	13798 0 0	; 25002
13795 0 0	13799 0 0	; 25003
13795 0 0	13800 0 0	; 25004
13555 0 0	19745 0 1	; 25005
13555 0 0	19746 0 0	; 25006
13555 0 0	19747 0 1	; 25007
13555 0 0	19748 0 0	; 25008
13555 0 0	19749 0 0	; 25009
13792 0 1	19750 0 0	; 25010
13555 0 0	19751 0 0	; 25011
13555 0 0	19752 0 1	; 25012
13555 0 0	19753 0 0	; 25013
14859 0 0	19754 0 0	; 25014
13803 0 0	19755 0 0	; 25015
13555 0 0	19756 0 0	; 25016
13555 0 0	13795 0 0	; 25017
13557 0 1	19744 0 0	; 25018
19744 0 0	19757 0 1	; 25019
13814 0 0	19744 0 0	; 25020
13815 0 1	19744 0 0	; 25021
13816 0 0	19744 0 0	; 25022
13804 0 0	19758 0 0	; 25023
13817 0 0	19744 0 0	; 25024
13555 0 0	19759 0 0	; 25025
19750 0 0	19760 0 1	; 25026
13818 0 0	19744 0 0	; 25027
13791 0 0	19761 0 0	; 25028
13793 0 1	19762 0 0	; 25029
13792 0 1	19763 0 0	; 25030
13792 0 1	19764 0 0	; 25031
13792 0 1	19765 0 0	; 25032
13792 0 1	16457 0 0	; 25033
13792 0 1	19766 0 0	; 25034
13792 0 1	19767 0 0	; 25035
13792 0 1	19768 0 0	; 25036
13792 0 1	19769 0 0	; 25037
13792 0 1	19770 0 0	; 25038
13792 0 1	19771 0 0	; 25039
13792 0 1	19772 0 0	; 25040
; level 13
n 3711
19773 0 0	19774 0 0	; 25041
19775 0 0	19776 0 0	; 25042
19776 0 0	19777 0 1	; 25043
19778 0 1	19779 0 1	; 25044
19779 0 1	19780 0 1	; 25045
19781 0 1	19782 0 1	; 25046
19782 0 1	19783 0 1	; 25047
19784 0 0	19785 0 0	; 25048
19786 0 0	19787 0 0	; 25049
19785 0 0	19788 0 1	; 25050
19789 0 1	19790 0 1	; 25051
19785 0 0	19791 0 1	; 25052
19790 0 1	19792 0 1	; 25053
19785 0 0	19793 0 1	; 25054
19790 0 1	19794 0 1	; 25055
19795 0 0	19796 0 0	; 25056
19797 0 0	19798 0 0	; 25057
19776 0 0	19799 0 0	; 25058
19776 0 0	19800 0 0	; 25059
19801 0 0	19802 0 1	; 25060
19803 0 0	19804 0 0	; 25061
19805 0 0	19806 0 1	; 25062
19782 0 1	19807 0 0	; 25063
19785 0 0	19808 0 0	; 25064
19809 0 0	19810 0 0	; 25065
19785 0 0	19811 0 0	; 25066
19790 0 1	19812 0 0	; 25067
19785 0 0	19813 0 0	; 25068
19785 0 0	19814 0 0	; 25069
19785 0 0	19815 0 0	; 25070
19790 0 1	19816 0 0	; 25071
19817 0 0	19818 0 0	; 25072
19819 0 0	19820 0 1	; 25073
19821 0 0	19822 0 1	; 25074
19821 0 0	19823 0 1	; 25075
19824 0 1	19825 0 1	; 25076
19824 0 1	19826 0 1	; 25077
19827 0 1	19828 0 1	; 25078
19827 0 1	19829 0 1	; 25079
19830 0 1	19831 0 1	; 25080
19832 0 0	19833 0 1	; 25081
19830 0 1	19834 0 1	; 25082
19835 0 1	19836 0 1	; 25083
19830 0 1	19837 0 1	; 25084
19835 0 1	19838 0 1	; 25085
19830 0 1	19839 0 1	; 25086
19835 0 1	19840 0 1	; 25087
19841 0 0	19842 0 0	; 25088
19843 0 1	19844 0 0	; 25089
19830 0 1	19845 0 0	; 25090
19835 0 1	19846 0 0	; 25091
19830 0 1	19847 0 0	; 25092
19835 0 1	19848 0 0	; 25093
19835 0 1	19849 0 0	; 25094
19835 0 1	19850 0 0	; 25095
19830 0 1	19851 0 0	; 25096
19830 0 1	19852 0 0	; 25097
19830 0 1	19853 0 0	; 25098
19830 0 1	19854 0 0	; 25099
19830 0 1	19855 0 0	; 25100
19830 0 1	19856 0 0	; 25101
19830 0 1	19857 0 0	; 25102
19835 0 1	19858 0 0	; 25103
19859 0 0	19860 0 1	; 25104
19861 0 0	19862 0 0	; 25105
19863 0 0	19864 0 0	; 25106
19865 0 1	19866 0 1	; 25107
19866 0 1	19867 0 1	; 25108
19864 0 0	19868 0 1	; 25109
19864 0 0	19869 0 1	; 25110
19870 0 0	19871 0 0	; 25111
19864 0 0	19872 0 1	; 25112
19873 0 0	19874 0 0	; 25113
19864 0 0	19875 0 1	; 25114
19871 0 0	19876 0 1	; 25115
19864 0 0	19877 0 1	; 25116
19871 0 0	19878 0 1	; 25117
19864 0 0	19879 0 1	; 25118
19880 0 0	19881 0 0	; 25119
19882 0 0	19883 0 1	; 25120
19884 0 0	19885 0 0	; 25121
19864 0 0	19886 0 0	; 25122
19887 0 0	19888 0 0	; 25123
19866 0 1	19889 0 0	; 25124
19890 0 0	19891 0 0	; 25125
19864 0 0	19892 0 0	; 25126
19871 0 0	19893 0 0	; 25127
19871 0 0	19894 0 0	; 25128
19895 0 0	19896 0 0	; 25129
19864 0 0	19897 0 0	; 25130
19871 0 0	19898 0 0	; 25131
19871 0 0	19899 0 0	; 25132
19871 0 0	19900 0 0	; 25133
19864 0 0	19901 0 0	; 25134
19902 0 0	19903 0 0	; 25135
19904 0 0	19905 0 1	; 25136
19906 0 0	19907 0 1	; 25137
19908 0 1	19909 0 1	; 25138
19910 0 1	19911 0 1	; 25139
19910 0 1	19912 0 1	; 25140
19913 0 1	19914 0 1	; 25141
19908 0 1	19915 0 1	; 25142
19916 0 1	19917 0 1	; 25143
19916 0 1	19918 0 1	; 25144
19919 0 1	19920 0 1	; 25145
19908 0 1	19921 0 1	; 25146
19916 0 1	19922 0 1	; 25147
19908 0 1	19923 0 1	; 25148
19916 0 1	19924 0 1	; 25149
19908 0 1	19925 0 1	; 25150
19916 0 1	19926 0 0	; 25151
19908 0 1	19927 0 0	; 25152
19928 0 1	19929 0 0	; 25153
19908 0 1	19930 0 0	; 25154
19931 0 0	19932 0 0	; 25155
19908 0 1	19933 0 0	; 25156
19934 0 0	19935 0 0	; 25157
19908 0 1	19936 0 0	; 25158
19916 0 1	19937 0 0	; 25159
19916 0 1	19938 0 0	; 25160
19916 0 1	19939 0 0	; 25161
19916 0 1	19940 0 0	; 25162
19916 0 1	19941 0 0	; 25163
19916 0 1	19942 0 0	; 25164
19916 0 1	19943 0 0	; 25165
19908 0 1	19944 0 0	; 25166
19945 0 1	19946 0 1	; 25167
19947 0 0	19948 0 0	; 25168
19949 0 1	19950 0 1	; 25169
19950 0 1	19951 0 1	; 25170
19952 0 1	19953 0 1	; 25171
19954 0 1	19955 0 1	; 25172
19955 0 1	19956 0 1	; 25173
19957 0 1	19958 0 0	; 25174
19950 0 1	19959 0 1	; 25175
19958 0 0	19960 0 1	; 25176
19961 0 0	19962 0 0	; 25177
19958 0 0	19963 0 1	; 25178
19950 0 1	19964 0 1	; 25179
19958 0 0	19965 0 1	; 25180
19950 0 1	19966 0 1	; 25181
19958 0 0	19967 0 0	; 25182
19948 0 0	19968 0 0	; 25183
19950 0 1	19969 0 0	; 25184
19970 0 0	19971 0 0	; 25185
19958 0 0	19972 0 0	; 25186
19973 0 0	19974 0 0	; 25187
19955 0 1	19975 0 0	; 25188
19976 0 0	19977 0 1	; 25189
19958 0 0	19978 0 0	; 25190
19958 0 0	19979 0 0	; 25191
19958 0 0	19980 0 0	; 25192
19981 0 0	19982 0 0	; 25193
19958 0 0	19983 0 0	; 25194
19958 0 0	19984 0 0	; 25195
19958 0 0	19985 0 0	; 25196
19950 0 1	19986 0 0	; 25197
19987 0 0	19988 0 0	; 25198
19989 0 0	19990 0 1	; 25199
19991 0 1	19992 0 1	; 25200
19993 0 0	19994 0 1	; 25201
19991 0 1	19995 0 1	; 25202
19996 0 1	19997 0 1	; 25203
19998 0 1	19999 0 1	; 25204
19998 0 1	20000 0 1	; 25205
20001 0 1	20002 0 1	; 25206
20001 0 1	20003 0 1	; 25207
20001 0 1	20004 0 1	; 25208
20005 0 1	20006 0 1	; 25209
20001 0 1	20007 0 1	; 25210
19991 0 1	20008 0 1	; 25211
20001 0 1	20009 0 1	; 25212
19991 0 1	20010 0 1	; 25213
20001 0 1	20011 0 0	; 25214
19991 0 1	20012 0 0	; 25215
20001 0 1	20013 0 0	; 25216
20014 0 1	20015 0 0	; 25217
20001 0 1	20016 0 0	; 25218
19991 0 1	20017 0 0	; 25219
19991 0 1	20018 0 0	; 25220
19991 0 1	20019 0 0	; 25221
20001 0 1	20020 0 0	; 25222
20001 0 1	20021 0 0	; 25223
20001 0 1	20022 0 0	; 25224
20001 0 1	20023 0 0	; 25225
20001 0 1	20024 0 0	; 25226
20001 0 1	20025 0 0	; 25227
20001 0 1	20026 0 0	; 25228
19991 0 1	20027 0 0	; 25229
20028 0 0	20029 0 1	; 25230
20030 0 0	20031 0 0	; 25231
20032 0 1	20033 0 1	; 25232
20033 0 1	20034 0 1	; 25233
20035 0 1	20036 0 1	; 25234
20037 0 1	20038 0 1	; 25235
20038 0 1	20039 0 1	; 25236
20040 0 0	20041 0 0	; 25237
20036 0 1	20042 0 1	; 25238
20041 0 0	20043 0 1	; 25239
20036 0 1	20044 0 1	; 25240
20041 0 0	20045 0 1	; 25241
20046 0 0	20047 0 0	; 25242
20041 0 0	20048 0 1	; 25243
20036 0 1	20049 0 1	; 25244
20050 0 0	20051 0 0	; 25245
20052 0 0	20053 0 1	; 25246
20033 0 1	20054 0 0	; 25247
20055 0 0	20056 0 1	; 25248
20041 0 0	20057 0 0	; 25249
20058 0 0	20059 0 1	; 25250
20038 0 1	20060 0 0	; 25251
20038 0 1	20061 0 0	; 25252
20041 0 0	20062 0 0	; 25253
20041 0 0	20063 0 0	; 25254
20041 0 0	20064 0 0	; 25255
20036 0 1	20065 0 0	; 25256
20041 0 0	20066 0 0	; 25257
20067 0 0	20068 0 0	; 25258
20041 0 0	20069 0 0	; 25259
20036 0 1	20070 0 0	; 25260
20071 0 0	20072 0 0	; 25261
20073 0 1	20074 0 1	; 25262
20075 0 1	20076 0 1	; 25263
20075 0 1	20077 0 1	; 25264
20078 0 1	20079 0 1	; 25265
20080 0 1	20081 0 1	; 25266
20082 0 1	20083 0 1	; 25267
20082 0 1	20084 0 1	; 25268
20085 0 1	20086 0 1	; 25269
20085 0 1	20087 0 1	; 25270
20085 0 1	20088 0 1	; 25271
20078 0 1	20089 0 1	; 25272
20085 0 1	20090 0 1	; 25273
20091 0 1	20092 0 1	; 25274
20085 0 1	20093 0 1	; 25275
20078 0 1	20094 0 1	; 25276
20085 0 1	20095 0 0	; 25277
20078 0 1	20096 0 0	; 25278
20085 0 1	20097 0 0	; 25279
20078 0 1	20098 0 0	; 25280
20085 0 1	20099 0 0	; 25281
20100 0 1	20101 0 0	; 25282
20078 0 1	20102 0 0	; 25283
20078 0 1	20103 0 0	; 25284
20085 0 1	20104 0 0	; 25285
20085 0 1	20105 0 0	; 25286
20085 0 1	20106 0 0	; 25287
20085 0 1	20107 0 0	; 25288
20085 0 1	20108 0 0	; 25289
20085 0 1	20109 0 0	; 25290
20085 0 1	20110 0 0	; 25291
20078 0 1	20111 0 0	; 25292
20112 0 0	20113 0 0	; 25293
20114 0 0	20115 0 0	; 25294
20116 0 1	20117 0 1	; 25295
20117 0 1	20118 0 1	; 25296
20119 0 1	20120 0 1	; 25297
20120 0 1	20121 0 1	; 25298
20122 0 1	20123 0 1	; 25299
20124 0 0	20125 0 0	; 25300
20123 0 1	20126 0 1	; 25301
20125 0 0	20127 0 1	; 25302
20123 0 1	20128 0 1	; 25303
20125 0 0	20129 0 1	; 25304
20123 0 1	20130 0 1	; 25305
20131 0 0	20132 0 0	; 25306
20123 0 1	20133 0 1	; 25307
20134 0 0	20135 0 0	; 25308
19806 0 1	20136 0 0	; 25309
20137 0 0	20138 0 1	; 25310
20117 0 1	20139 0 0	; 25311
20140 0 0	20141 0 1	; 25312
20120 0 1	20142 0 0	; 25313
20143 0 0	20144 0 1	; 25314
20123 0 1	20145 0 0	; 25315
20125 0 0	20146 0 0	; 25316
20125 0 0	20147 0 0	; 25317
20125 0 0	20148 0 0	; 25318
20123 0 1	20149 0 0	; 25319
20125 0 0	20150 0 0	; 25320
20125 0 0	20151 0 0	; 25321
20152 0 0	20153 0 0	; 25322
20123 0 1	20154 0 0	; 25323
20155 0 0	20156 0 0	; 25324
20157 0 1	20158 0 1	; 25325
20159 0 1	20160 0 1	; 25326
20159 0 1	20161 0 1	; 25327
20162 0 1	20163 0 1	; 25328
20162 0 1	20164 0 1	; 25329
20165 0 1	20166 0 1	; 25330
20167 0 1	20168 0 1	; 25331
20169 0 1	20170 0 1	; 25332
20169 0 1	20171 0 1	; 25333
20169 0 1	20172 0 1	; 25334
20167 0 1	20173 0 1	; 25335
20169 0 1	20174 0 1	; 25336
20167 0 1	20175 0 1	; 25337
20176 0 1	20177 0 1	; 25338
20167 0 1	20178 0 1	; 25339
20179 0 0	20180 0 0	; 25340
20167 0 1	20181 0 0	; 25341
